ticker,obs_bars,obs_days,mean_daily,vol_daily,mean_annual,vol_annual,sharpe
NVDA,6487,500,0.0033881741070547707,0.03189808468990547,0.8538198749778022,0.5063663963326005,1.6099407087083542
MSFT,6486,500,0.0010038813435890046,0.014011780792159,0.25297809858442916,0.22243012440722593,0.9637997512960291
TXN,6500,501,0.000548039039313923,0.021515105854922327,0.13810583790710862,0.3415417171401252,0.29134314466857386
AAPL,6500,501,0.001011101868447672,0.017664779025714426,0.25479767084881333,0.28041967360170134,0.7709789690287324
